Timeslot,GridUsage,SolarUsage,SolarBatteryUsage
1,9.29795,1,0.779297
2,1,1,0
3,1,1,0
4,1,1.7793,0
5,1,2,0.346625
6,1,1.7793,0
7,1,2.34662,0
8,1,2.34662,0
9,1,2.34662,0
10,1,3.13839,0
11,1,4,0.192
12,1,5,2.23438
13,1,5,0.544859
14,1,4.192,0
15,1,7,0.234375
16,1,8,1.29795
17,1,9.29795,0
18,1,9.29795,0
19,1.04988,13,1.69692
20,1,11.773,0
21,1,14.6969,0
22,1,14.6969,0
23,1,14.6969,0
24,1,18.1071,0
25,1,7.23438,0
26,1,5.54486,0
27,1,4.192,0
28,1,9.29795,0
29,1,5.54486,0
30,1,7.23438,0
31,1,22.041,0
32,1,31.6295,0
33,1,31.6295,0
34,1,43.7616,0
35,1,47,3.875
36,1,49,1.875
37,1,52,6.73655
38,1,50.875,0
39,1,37.3589,0
40,1,37.3589,0
41,1,26.536,0
42,1,26.536,0
43,1,37.3589,0
44,1,31.6295,0
45,1,37.3589,0
46,1,37.3589,0
47,1,43.7616,0
48,1,37.3589,0
49,1,22.041,0
50,1,18.1071,0
51,1,22.041,0
52,1,26.536,0
53,1,37.3589,0
54,1,11.773,0
55,1,31.6295,0
56,1,7.23438,0
57,1,5.54486,0
58,1,11.773,0
59,1,26.536,0
60,1,18.1071,0
61,1,43.7616,0
62,1,11.773,0
63,1,31.6295,0
64,1,37.3589,0
65,1,31.6295,0
66,1,43.7616,0
67,1,37.3589,0
68,1,11.773,0
69,1,9.29795,0
70,1,9.29795,0
71,1,18.1071,0
72,1,11.773,0
73,1,26.536,0
74,1,9.29795,0
75,1,26.536,0
76,1,14.6969,0
77,1,11.773,0
78,1,9.29795,0
79,1,26.536,0
80,1,14.6969,0
81,1,4.192,0
82,1,26.536,0
83,1,4.192,0
84,1,11.773,0
85,1,9.29795,0
86,1,5.54486,0
87,1,14.6969,0
88,1,7.23438,0
89,1,7.23438,0
90,1,67.3836,0
91,1,37.3589,0
92,1,37.3589,0
93,1,50.875,0
94,1,22.041,0
95,1,22.041,0
96,1,26.536,0
97,1,18.1071,0
98,1,37.3589,0
99,1,26.536,0
100,1,18.1071,0
101,1,31.6295,0
102,1,11.773,0
103,1,22.041,0
104,1,18.1071,0
105,1,18.1071,0
106,1,14.6969,0
107,1,18.1071,0
108,1,26.536,0
109,1,22.041,0
110,1,43.7616,0
111,1,31.6295,0
112,1,7.23438,0
113,1,9.29795,0
114,1,9.29795,0
115,1,9.29795,0
116,1,9.29795,0
117,1,22.041,0
118,1,7.23438,0
119,1,26.536,0
120,1,67.3836,0
121,1,37.3589,0
122,1,67.3836,0
123,1,31.6295,0
124,1,37.3589,0
125,1,58.7365,0
126,1,7.23438,0
127,1,9.29795,0
128,1,22.041,0
129,1,18.1071,0
130,1,7.23438,0
131,1,9.29795,0
132,1,14.6969,0
133,1,11.773,0
134,1,11.773,0
135,1,14.6969,0
136,1,9.29795,0
137,1,11.773,0
138,1,7.23438,0
139,1,9.29795,0
140,1,18.1071,0
141,1,5.54486,0
142,1,9.29795,0
143,1,11.773,0
144,1,7.23438,0
145,1,7.23438,0
146,1,26.536,0
147,1,11.773,0
148,1,31.6295,0
149,1,37.3589,0
150,1,22.041,0
151,1,26.536,0
152,1,18.1071,0
153,1,37.3589,0
154,1,18.1071,0
155,1,26.536,0
156,1,31.6295,0
157,1,26.536,0
158,1,26.536,0
159,1,22.041,0
160,1,31.6295,0
161,1,26.536,0
162,1,22.041,0
163,1,26.536,0
164,1,26.536,0
165,1,37.3589,0
166,1,26.536,0
167,1,9.29795,0
168,1,31.6295,0
169,1,18.1071,0
170,1,14.6969,0
171,1,22.041,0
172,1,14.6969,0
173,1,37.3589,0
174,1,14.6969,0
175,1,11.773,0
176,1,9.29795,0
177,1,26.536,0
178,1,18.1071,0
179,1,31.6295,0
180,1,14.6969,0
181,1,26.536,0
182,1,58.7365,0
183,1,31.6295,0
184,1,22.041,0
185,1,37.3589,0
186,1,26.536,0
187,1,18.1071,0
188,1,18.1071,0
189,1,14.6969,0
190,1,26.536,0
191,1,11.773,0
192,1,14.6969,0
193,1,14.6969,0
194,1,14.6969,0
195,1,26.536,0
196,1,26.536,0
197,1,18.1071,0
198,1,11.773,0
199,1,14.6969,0
200,1,14.6969,0
201,1,26.536,0
202,1,11.773,0
203,1,11.773,0
204,1,14.6969,0
205,1,18.1071,0
206,1,37.3589,0
207,1,31.6295,0
208,1,31.6295,0
209,1,18.1071,0
210,1,26.536,0
211,1,22.041,0
212,1,26.536,0
213,1,43.7616,0
214,1,87.184,0
215,1,87.184,0
216,1,76.8536,0
217,1,37.3589,0
218,1,87.184,0
219,1,43.7616,0
220,1,98.4121,0
221,1,87.184,0
222,1,67.3836,0
223,1,58.7365,0
224,1,67.3836,0
225,1,37.3589,0
226,1,58.7365,0
227,1,43.7616,0
228,1,18.1071,0
229,1,18.1071,0
230,1,11.773,0
231,1,31.6295,0
232,1,26.536,0
233,1,14.6969,0
234,1,26.536,0
235,1,67.3836,0
236,1,87.184,0
237,1,98.4121,0
238,1,110.575,0
239,1,87.184,0
240,1,98.4121,0
241,1,67.3836,0
242,1,31.6295,0
243,1,37.3589,0
244,1,43.7616,0
245,1,50.875,0
246,1,58.7365,0
247,1,50.875,0
248,1,31.6295,0
249,1,76.8536,0
250,1,37.3589,0
251,1,50.875,0
252,1,43.7616,0
253,1,18.1071,0
254,1,37.3589,0
255,1,37.3589,0
256,1,50.875,0
257,1,37.3589,0
258,1,26.536,0
259,1,14.6969,0
260,1,26.536,0
261,1,9.29795,0
262,1,37.3589,0
263,1,58.7365,0
264,1,98.4121,0
265,1,87.184,0
266,1,98.4121,0
267,1,98.4121,0
268,1,123.711,0
269,1,110.575,0
270,1,87.184,0
271,1,58.7365,0
272,1,67.3836,0
273,1,37.3589,0
274,1,37.3589,0
275,1,50.875,0
276,1,37.3589,0
277,1,37.3589,0
278,1,31.6295,0
279,1,87.184,0
280,1,50.875,0
281,1,58.7365,0
282,1,31.6295,0
283,1,50.875,0
284,1,43.7616,0
285,1,37.3589,0
286,1,18.1071,0
287,1,22.041,0
288,1,31.6295,0
289,1,22.041,0
290,1,31.6295,0
291,1,43.7616,0
292,1,14.6969,0
293,1,87.184,0
294,1,87.184,0
295,1,50.875,0
296,1,98.4121,0
297,1,98.4121,0
298,1,87.184,0
299,1,76.8536,0
300,1,67.3836,0
301,1,76.8536,0
302,1,50.875,0
303,1,76.8536,0
304,1,31.6295,0
305,1,76.8536,0
306,1,58.7365,0
307,1,58.7365,0
308,1,58.7365,0
309,1,67.3836,0
310,1,58.7365,0
311,1,98.4121,0
312,1,87.184,0
313,1,186.728,0
314,1,110.575,0
315,1,207,18.0447
316,1,186.728,0
317,1,200,25.0447
318,1,169.328,0
319,1,98.4121,0
320,1,169.328,0
321,1,196,9.288
322,1,123.711,0
323,1,123.711,0
324,1,186,0.728266
325,1,169.328,0
326,1,123.711,0
327,1,110.575,0
328,1,153.05,0
329,1,153.05,0
330,1,166,3.32812
331,1,110.575,0
332,1,137.857,0
333,1,153,16.3281
334,1,151,2.05017
335,1,87.184,0
336,1,141,12.0502
337,1,110.575,0
338,1,98.4121,0
339,1,127,10.857
340,1,98.4121,0
341,1,121,16.857
342,1,117,36.0502
343,1,113,24.857
344,1,108,2.57538
345,1,106,4.57538
346,1,98.4121,0
347,1,101,9.57538
348,1,98,0.412109
349,1,87.184,0
350,1,87.184,0
351,1,76.8536,0
352,1,87,11.4121
353,1,84,3.184
354,1,76.8536,0
355,1,76.8536,0
356,1,76,0.853641
357,1,75,1.85364
358,1,72,26.4121
359,1,70,6.85364
360,1,58.7365,0
361,1,66,1.38363
362,1,62,5.38363
363,1,50.875,0
364,1,50.875,0
365,1,53,5.73655
366,1,50,0.875
367,1,47,3.875
368,1,43.7616,0
369,1,37.3589,0
370,1,40,3.76158
371,1,31.6295,0
372,1,31.6295,0
373,1,26.536,0
374,1,29,81.5754
375,1,27,110.857
376,1,24,113.857
377,1,24,86.5754
378,1,22,54.8536
379,1,20,38.7365
380,1,19,134.05
381,1,17,14.6295
382,1,15,43.7365
383,1,14,4.10712
384,1,11,47.7365
385,1,10,21.6295
386,1,8,29.3589
387,1,6,20.536
388,1,5,32.3589
389,1,3,23.536
390,1,3,19.041
391,1,3,28.6295
392,1,2,29.6295
393,1,2,12.6969
394,1,2,29.6295
395,1,2,29.6295
396,1,2,24.536
397,1,1,17.1071
398,1,1,13.6969
399,1,1,49.875
400,1,1,49.875
401,1,1,49.875
402,1,0,76.8536
403,1,0,137.857
404,1,0,123.711
405,1,0,123.711
406,1,0,43.7616
407,1,0,50.875
408,1,0,76.8536
409,1,0,67.3836
410,1,0,76.8536
411,1,0,87.184
412,1,0,67.3836
413,1,0,76.8536
414,1,0,110.575
415,1,0,76.8536
416,1,0,76.8536
417,1,0,87.184
418,1,0,43.7616
419,1,0,67.3836
420,1,0,98.4121
421,1,0,50.875
422,1,0,67.3836
423,1,0,26.536
424,1,0,87.184
425,1,0,50.875
426,1,0,43.7616
427,1,0,43.7616
428,1,0,137.857
429,1,0,153.05
430,1,0,205.288
431,1,0,186.728
432,1,0,169.328
433,1,0,169.328
434,1,0,123.711
435,1,0,98.4121
436,1,0,110.575
437,1,0,123.711
438,37.3589,0,4.192
439,76.8536,0,1.16833
440,87.184,0,1
441,110.575,0,1
442,123.711,0,1
443,76.8536,0,1
444,87.184,0,1
445,67.3836,0,1
446,123.711,0,1
447,110.575,0,1
448,87.184,0,1
449,87.184,0,1
450,31.6295,0,1
451,18.1071,0,1
452,67.3836,0,1
453,58.7365,0,1
454,58.7365,0,1
455,43.7616,0,1
456,50.875,0,1
457,186.728,0,1
458,225.045,0,1
459,137.857,0,1
460,186.728,0,1
461,291.871,0,1
462,268.299,0,1
463,246.036,0,1
464,67.3836,0,1
465,110.575,0,1
466,76.8536,0,1
467,76.8536,0,1
468,153.05,0,1
469,76.8536,0,1
470,87.184,0,1
471,98.4121,0,1
472,76.8536,0,1
473,87.184,0,1
474,137.857,0,1
475,110.575,0,1
476,87.184,0,1
477,110.575,0,1
478,123.711,0,1
479,37.3589,0,1
480,67.3836,0,1
481,50.875,0,1
482,67.3836,0,1
483,58.7365,0,1
484,26.536,0,1
485,50.875,0,1
486,205.288,0,1
487,316.79,0,1
488,169.328,0,1
489,225.045,0,1
490,246.036,0,1
491,291.871,0,1
492,316.79,0,1
493,123.711,0,1
494,153.05,0,1
495,87.184,0,1
496,98.4121,0,1
497,123.711,0,1
498,110.575,0,1
499,137.857,0,1
500,110.575,0,1
501,123.711,0,1
502,123.711,0,1
503,153.05,0,1
504,123.711,0,1
505,137.857,0,1
506,137.857,0,1
507,123.711,0,1
508,110.575,0,1
509,67.3836,0,1
510,50.875,0,1
511,50.875,0,1
512,58.7365,0,1
513,58.7365,0,1
514,58.7365,0,1
515,268.299,0,1
516,268.299,0,1
517,246.036,0,1
518,246.036,0,1
519,153.05,0,1
520,225.045,0,1
521,291.871,0,1
522,169.328,0,1
523,87.184,0,1
524,98.4121,0,1
525,123.711,0,1
526,137.857,0,1
527,98.4121,0,1
528,110.575,0,1
529,76.8536,0,1
530,137.857,0,1
531,98.4121,0,1
532,137.857,0,1
533,123.711,0,1
534,137.857,0,1
535,123.711,0,1
536,110.575,0,1
537,76.8536,0,1
538,137.857,0,1
539,67.3836,0,1
540,50.875,0,1
541,67.3836,0,1
542,67.3836,0,1
543,87.184,0,1
544,370.817,0,1
545,246.036,0,1
546,291.871,0,1
547,316.79,0,1
548,343.093,0,1
549,370.817,0,1
550,225.045,0,1
551,26.536,0,1
552,58.7365,0,1
553,67.3836,0,1
554,67.3836,0,1
555,50.875,0,1
556,98.4121,0,1
557,67.3836,0,1
558,43.7616,0,1
559,37.3589,0,1
560,67.3836,0,1
561,31.6295,0,1
562,76.8536,0,1
563,50.875,0,1
564,50.875,0,1
565,58.7365,0,1
566,31.6295,0,1
567,18.1071,0,1
568,26.536,0,1
569,31.6295,0,1
570,18.1071,0,1
571,26.536,0,1
572,50.875,0,1
573,76.8536,0,1
574,67.3836,0,1
575,123.711,0,1
576,87.184,0,1
577,67.3836,0,1
578,153.05,0,1
579,110.575,0,1
580,37.3589,0,1
581,43.7616,0,1
582,37.3589,0,1
583,31.6295,0,1
584,43.7616,0,1
585,22.041,0,1
586,58.7365,0,1
587,31.6295,0,1
588,37.3589,0,1
589,58.7365,0,1
590,31.6295,0,1
591,76.8536,0,1
592,37.3589,0,1
593,31.6295,0,1
594,43.7616,0,1
595,31.6295,0,1
596,26.536,0,1
597,31.6295,0,1
598,18.1071,0,1
599,43.7616,0,1
600,26.536,0,1
601,58.7365,0,1
602,67.3836,0,1
603,76.8536,0,1
604,50.875,0,1
605,50.875,0,1
606,50.875,0,1
607,58.7365,0,1
608,50.875,0,1
609,87.184,0,1
610,31.6295,0,1
611,26.536,0,1
612,67.3836,0,1
613,58.7365,0,1
614,31.6295,0,1
615,26.536,0,1
616,87.184,0,1
617,43.7616,0,1
618,43.7616,0,1
619,43.7616,0,1
620,50.875,0,1
621,37.3589,0,1
622,26.536,0,1
623,37.3589,0,1
624,11.773,0,1
625,43.7616,0,1
626,11.773,0,1
627,14.6969,0,1
628,14.6969,0,1
629,37.3589,0,1
630,26.536,0,1
631,98.4121,0,1
632,76.8536,0,1
633,31.6295,0,1
634,43.7616,0,1
635,50.875,0,1
636,67.3836,0,1
637,87.184,0,1
638,26.536,0,1
639,37.3589,0,1
640,31.6295,0,1
641,43.7616,0,1
642,26.536,0,1
643,50.875,0,1
644,22.041,0,1
645,37.3589,0,1
646,43.7616,0,1
647,26.536,0,1
648,43.7616,0,1
649,43.7616,0,1
650,43.7616,0,1
651,58.7365,0,1
652,18.1071,0,1
653,22.041,0,1
654,18.1071,0,1
655,14.6969,0,1
656,7.23438,0,1
657,22.041,0,1
658,14.6969,0,1
659,9.29795,0,1
660,58.7365,0,1
661,67.3836,0,1
662,50.875,0,1
663,50.875,0,1
664,43.7616,0,1
665,58.7365,0,1
666,50.875,0,1
667,18.1071,0,1
668,37.3589,0,1
669,14.6969,0,1
670,26.536,0,1
671,7.23438,0,1
672,26.536,0,1
673,14.6969,0,1
674,14.6969,0,1
675,11.773,0,1
676,18.1071,0,1
677,31.6295,0,1
678,18.1071,0,1
679,67.3836,0,1
680,26.536,0,1
681,26.536,0,1
682,9.29795,0,1
683,22.041,0,1
684,31.6295,0,1
685,18.1071,0,1
686,14.6969,0,1
687,9.29795,0,1
688,22.041,0,1
689,37.3589,0,1
690,43.7616,0,1
691,26.536,0,1
692,1,0,1
693,1,0,1
694,1,0,1
695,1,0,1
696,1,0,1
697,1,0,1
698,1,0,1
699,1,0,1
700,1,0,1
701,1,0,1
702,1,0,1
703,1,0,1
704,1,0,1
705,1,0,1
706,1,0,1
707,1,0,1
708,1,0,1
709,1,0,1
710,1,0,1
711,1,0,1
712,1,0,1
713,1,0,1
714,1,0,1
715,1,0,1
716,1,0,1
717,1,0,1
718,1,0,1
719,1,0,1
720,1,0,1
